Date,Open,High,Low,Close,Volume,Adj Close
2013-12-31,124.68,125.17,123.93,124.91,3475600,123.81
2013-12-30,124.79,125.21,123.90,124.23,4688500,123.14
2013-12-27,125.00,125.65,124.69,125.23,3455300,124.13
2013-12-26,123.60,124.99,123.55,124.81,3415200,123.71
2013-12-24,122.77,123.55,122.70,123.51,1587800,122.42
2013-12-23,123.41,123.59,122.63,122.80,4062400,121.72
2013-12-20,122.82,123.79,122.40,122.78,9455200,121.70
2013-12-19,121.57,123.40,121.06,123.22,6540600,122.14
2013-12-18,119.33,121.77,119.21,121.60,8206400,120.53
2013-12-17,120.12,120.23,118.25,118.74,6824000,117.69
2013-12-16,120.46,120.70,119.81,120.22,7304500,119.16
2013-12-13,120.44,121.14,119.38,119.90,5268100,118.84
2013-12-12,121.78,122.10,120.57,120.99,7221200,119.92
2013-12-11,123.82,123.89,121.80,122.10,7309900,121.02
2013-12-10,123.79,123.94,122.70,123.66,5602700,122.57
2013-12-09,122.27,123.88,122.16,123.34,7706500,122.25
2013-12-06,122.05,122.36,121.65,122.29,4179100,121.21
2013-12-05,121.27,122.00,120.71,121.10,4706800,120.03
2013-12-04,122.10,122.83,121.19,121.77,4391800,120.70
2013-12-03,122.31,122.90,121.87,122.52,5410200,121.44
2013-12-02,122.87,123.06,122.05,122.34,5384000,121.26
2013-11-29,122.83,123.30,122.00,122.44,3721000,121.36
2013-11-27,122.62,122.74,121.64,122.42,3906700,121.34
2013-11-26,123.41,123.70,122.65,122.78,4597500,121.70
2013-11-25,123.77,124.10,123.22,123.74,3925300,122.65
2013-11-22,123.54,124.19,122.42,124.03,3887400,122.94
2013-11-21,122.36,123.60,122.36,123.46,4884300,122.37
2013-11-20,122.16,122.75,121.60,122.00,4571300,120.93
2013-11-19,120.55,122.38,120.27,122.06,5891800,120.99
2013-11-18,120.71,120.89,120.07,120.56,4788700,119.50
2013-11-15,119.78,120.27,119.13,120.06,6008000,119.00
2013-11-14,119.58,119.93,119.32,119.56,5470900,118.51
2013-11-13,119.58,120.15,119.19,120.09,6212000,118.04
2013-11-12,121.03,121.25,119.63,120.00,6914200,117.95
2013-11-11,121.18,121.50,120.71,121.08,3427600,119.01
2013-11-08,119.67,121.21,119.58,121.19,11331000,119.12
2013-11-07,121.60,121.88,119.42,119.91,10131200,117.86
2013-11-06,119.30,121.41,118.82,121.14,8373200,119.07
2013-11-05,117.60,118.90,117.07,118.45,6623300,116.43
2013-11-04,118.59,118.60,117.32,118.10,6670300,116.09
2013-11-01,119.04,119.44,117.00,118.01,9344200,116.00
2013-10-31,120.15,121.33,119.83,119.96,7752500,117.91
2013-10-30,121.54,121.96,119.91,120.30,4999100,118.25
2013-10-29,121.33,122.01,121.16,121.50,4241700,119.43
2013-10-28,120.56,121.15,120.09,120.91,5497700,118.85
2013-10-25,120.59,121.22,120.27,120.59,4273300,118.53
2013-10-24,120.67,121.00,119.91,120.56,4188100,118.50
2013-10-23,120.29,120.64,119.84,120.13,4961900,118.08
2013-10-22,120.14,120.79,119.71,120.64,6444900,118.58
2013-10-21,119.63,120.19,119.31,119.82,4360700,117.78
2013-10-18,119.61,119.85,119.13,119.65,6231100,117.61
2013-10-17,119.10,119.61,118.67,119.52,5254800,117.48
2013-10-16,119.42,119.72,118.34,119.16,5614200,117.13
2013-10-15,118.56,119.07,117.77,118.15,6414700,116.13
2013-10-14,117.33,118.75,116.32,118.58,4789800,116.56
2013-10-11,116.57,117.71,115.93,117.67,6535800,115.66
2013-10-10,115.24,116.38,114.44,116.38,11133000,114.39
2013-10-09,116.55,116.80,115.32,116.13,8861700,114.15
2013-10-08,117.89,118.09,116.71,116.73,6744200,114.74
2013-10-07,117.43,118.50,117.21,117.87,5677400,115.86
2013-10-04,118.50,118.54,117.52,118.13,6538500,116.11
2013-10-03,120.62,120.66,117.93,118.25,10203700,116.23
2013-10-02,121.04,121.18,119.76,120.83,5899800,118.77
2013-10-01,121.27,121.74,120.84,121.32,4702300,119.25
2013-09-30,121.60,122.02,120.50,121.50,6421800,119.43
2013-09-27,123.23,123.26,122.51,122.64,4518800,120.55
2013-09-26,124.10,124.44,123.02,123.49,5022600,121.38
2013-09-25,124.77,125.03,124.07,124.07,4498900,121.95
2013-09-24,125.34,125.84,124.41,124.49,6097900,122.37
2013-09-23,124.62,125.62,124.57,125.52,5450600,123.38
2013-09-20,125.66,126.23,124.74,124.92,10264700,122.79
2013-09-19,125.86,126.12,125.25,125.44,4440800,123.30
2013-09-18,124.36,126.43,123.82,125.82,6296900,123.67
2013-09-17,124.10,125.19,124.08,124.34,5458200,122.22
2013-09-16,124.98,125.19,123.98,124.08,4277800,121.96
2013-09-13,123.98,124.83,123.81,124.14,3094000,122.02
2013-09-12,124.05,124.62,123.64,123.89,4529700,121.78
2013-09-11,123.05,124.00,122.79,123.92,4995800,121.81
2013-09-10,122.82,123.01,121.21,123.01,6000800,120.91
2013-09-09,121.21,122.47,121.21,122.22,4482000,120.14
2013-09-06,121.53,122.75,119.01,121.21,5690200,119.14
2013-09-05,121.08,121.67,120.91,121.37,3337300,119.30
2013-09-04,120.35,121.27,119.94,120.86,3671200,118.80
2013-09-03,121.34,121.48,120.00,120.55,4154300,118.49
2013-08-30,120.52,120.88,120.07,120.43,4696100,118.38
2013-08-29,121.15,121.56,120.06,120.37,5488800,118.32
2013-08-28,119.46,122.36,119.46,121.81,7615400,119.73
2013-08-27,118.24,119.67,118.07,118.81,5185600,116.78
2013-08-26,119.74,119.92,118.52,118.84,3783400,116.81
2013-08-23,118.69,119.73,118.12,119.53,4675900,117.49
2013-08-22,117.94,119.19,117.43,118.29,4028600,116.27
2013-08-21,118.38,118.50,117.22,117.70,5648600,115.69
2013-08-20,118.59,119.30,118.29,118.29,4490700,116.27
2013-08-19,119.69,120.00,118.52,118.66,4308900,116.64
2013-08-16,119.89,120.19,119.05,119.88,5652500,117.84
2013-08-15,120.68,121.00,120.00,120.25,4247800,118.20
2013-08-14,122.76,122.96,121.54,122.05,6884900,118.99
2013-08-13,121.93,123.23,121.40,122.50,4461000,119.42
2013-08-12,122.00,122.07,120.91,121.80,6014800,118.74
2013-08-09,123.12,123.12,121.68,122.50,5739400,119.42
2013-08-08,123.88,124.21,121.91,123.07,5639200,119.98
2013-08-07,123.03,123.92,122.80,123.33,3898500,120.23
2013-08-06,123.97,124.16,123.01,123.14,4677700,120.05
2013-08-05,124.72,124.75,123.76,123.99,3733700,120.88
2013-08-02,124.87,125.10,123.30,124.95,7472700,121.81
2013-08-01,126.49,126.66,125.64,126.44,5757100,123.26
2013-07-31,126.02,126.91,125.46,125.89,5394300,122.73
2013-07-30,126.20,126.96,125.19,125.78,4589500,122.62
2013-07-29,127.37,127.37,125.89,126.17,4028900,123.00
2013-07-26,127.03,127.62,126.09,127.56,4829900,124.36
2013-07-25,126.14,127.83,125.79,127.76,4466400,124.55
2013-07-24,127.25,127.63,125.90,126.37,4527800,123.20
2013-07-23,127.07,127.65,126.70,127.26,3763300,124.06
2013-07-22,126.71,127.61,126.65,127.03,4056100,123.84
2013-07-19,125.79,126.91,125.17,126.91,5929900,123.72
2013-07-18,124.68,125.65,124.64,125.47,4324100,122.32
2013-07-17,124.65,125.00,124.29,124.35,3634600,121.23
2013-07-16,124.71,125.24,123.55,124.12,4002900,121.00
2013-07-15,124.11,125.14,124.06,124.68,4062000,121.55
